image$caption
synthetic_image_1.png$[{'name': 'green', 'keypoint': {'x': 298, 'y': 428}}, {'name': 'green', 'keypoint': {'x': 117, 'y': 413}}, {'name': 'orange', 'keypoint': {'x': 426, 'y': 619}}, {'name': 'blue', 'keypoint': {'x': 87, 'y': 367}}, {'name': 'green', 'keypoint': {'x': 240, 'y': 366}}, {'name': 'blue', 'keypoint': {'x': 430, 'y': 476}}, {'name': 'green', 'keypoint': {'x': 157, 'y': 374}}, {'name': 'blue', 'keypoint': {'x': 25, 'y': 457}}, {'name': 'green', 'keypoint': {'x': 424, 'y': 371}}, {'name': 'green', 'keypoint': {'x': 401, 'y': 475}}]
synthetic_image_420.png$[{'name': 'orange', 'keypoint': {'x': 692, 'y': 365}}, {'name': 'yellow', 'keypoint': {'x': 688, 'y': 360}}, {'name': 'orange', 'keypoint': {'x': 184, 'y': 440}}, {'name': 'orange', 'keypoint': {'x': 522, 'y': 532}}, {'name': 'yellow', 'keypoint': {'x': 127, 'y': 574}}, {'name': 'green', 'keypoint': {'x': 56, 'y': 386}}, {'name': 'orange', 'keypoint': {'x': 5, 'y': 412}}, {'name': 'green', 'keypoint': {'x': 276, 'y': 458}}, {'name': 'yellow', 'keypoint': {'x': 297, 'y': 634}}, {'name': 'orange', 'keypoint': {'x': 152, 'y': 599}}]
synthetic_image_421.png$[{'name': 'blue', 'keypoint': {'x': 367, 'y': 562}}, {'name': 'orange', 'keypoint': {'x': 352, 'y': 483}}, {'name': 'blue', 'keypoint': {'x': 175, 'y': 498}}, {'name': 'blue', 'keypoint': {'x': 223, 'y': 387}}, {'name': 'orange', 'keypoint': {'x': 53, 'y': 576}}, {'name': 'orange', 'keypoint': {'x': 377, 'y': 601}}, {'name': 'green', 'keypoint': {'x': 436, 'y': 501}}, {'name': 'yellow', 'keypoint': {'x': 483, 'y': 441}}, {'name': 'green', 'keypoint': {'x': 264, 'y': 627}}, {'name': 'orange', 'keypoint': {'x': 433, 'y': 384}}]
synthetic_image_422.png$[{'name': 'orange', 'keypoint': {'x': 591, 'y': 622}}, {'name': 'yellow', 'keypoint': {'x': 101, 'y': 490}}, {'name': 'orange', 'keypoint': {'x': 662, 'y': 384}}, {'name': 'orange', 'keypoint': {'x': 378, 'y': 409}}, {'name': 'green', 'keypoint': {'x': 475, 'y': 467}}, {'name': 'orange', 'keypoint': {'x': 221, 'y': 397}}, {'name': 'orange', 'keypoint': {'x': 696, 'y': 472}}, {'name': 'orange', 'keypoint': {'x': 278, 'y': 598}}, {'name': 'blue', 'keypoint': {'x': 388, 'y': 544}}, {'name': 'green', 'keypoint': {'x': 242, 'y': 541}}]
synthetic_image_423.png$[{'name': 'orange', 'keypoint': {'x': 435, 'y': 424}}, {'name': 'orange', 'keypoint': {'x': 272, 'y': 564}}, {'name': 'orange', 'keypoint': {'x': 407, 'y': 470}}, {'name': 'blue', 'keypoint': {'x': 51, 'y': 476}}, {'name': 'green', 'keypoint': {'x': 549, 'y': 427}}, {'name': 'yellow', 'keypoint': {'x': 200, 'y': 361}}, {'name': 'green', 'keypoint': {'x': 446, 'y': 561}}, {'name': 'blue', 'keypoint': {'x': 116, 'y': 519}}, {'name': 'orange', 'keypoint': {'x': 271, 'y': 452}}, {'name': 'orange', 'keypoint': {'x': 246, 'y': 481}}]
synthetic_image_424.png$[{'name': 'orange', 'keypoint': {'x': 471, 'y': 374}}, {'name': 'orange', 'keypoint': {'x': 408, 'y': 389}}, {'name': 'yellow', 'keypoint': {'x': 351, 'y': 590}}, {'name': 'green', 'keypoint': {'x': 58, 'y': 441}}, {'name': 'orange', 'keypoint': {'x': 16, 'y': 413}}, {'name': 'orange', 'keypoint': {'x': 410, 'y': 361}}, {'name': 'orange', 'keypoint': {'x': 576, 'y': 475}}, {'name': 'blue', 'keypoint': {'x': 287, 'y': 382}}, {'name': 'yellow', 'keypoint': {'x': 66, 'y': 447}}, {'name': 'orange', 'keypoint': {'x': 542, 'y': 540}}]
synthetic_image_425.png$[{'name': 'yellow', 'keypoint': {'x': 412, 'y': 589}}, {'name': 'orange', 'keypoint': {'x': 7, 'y': 570}}, {'name': 'orange', 'keypoint': {'x': 299, 'y': 559}}, {'name': 'orange', 'keypoint': {'x': 527, 'y': 478}}, {'name': 'orange', 'keypoint': {'x': 367, 'y': 491}}, {'name': 'yellow', 'keypoint': {'x': 207, 'y': 442}}, {'name': 'green', 'keypoint': {'x': 451, 'y': 401}}, {'name': 'green', 'keypoint': {'x': 243, 'y': 490}}, {'name': 'orange', 'keypoint': {'x': 368, 'y': 517}}, {'name': 'yellow', 'keypoint': {'x': 55, 'y': 560}}]
synthetic_image_426.png$[{'name': 'green', 'keypoint': {'x': 383, 'y': 566}}, {'name': 'yellow', 'keypoint': {'x': 1, 'y': 473}}, {'name': 'blue', 'keypoint': {'x': 610, 'y': 543}}, {'name': 'blue', 'keypoint': {'x': 692, 'y': 543}}, {'name': 'blue', 'keypoint': {'x': 444, 'y': 517}}, {'name': 'orange', 'keypoint': {'x': 202, 'y': 510}}, {'name': 'blue', 'keypoint': {'x': 643, 'y': 436}}, {'name': 'orange', 'keypoint': {'x': 420, 'y': 570}}, {'name': 'green', 'keypoint': {'x': 475, 'y': 463}}, {'name': 'green', 'keypoint': {'x': 423, 'y': 470}}]
synthetic_image_427.png$[{'name': 'green', 'keypoint': {'x': 195, 'y': 629}}, {'name': 'orange', 'keypoint': {'x': 306, 'y': 373}}, {'name': 'green', 'keypoint': {'x': 266, 'y': 369}}, {'name': 'blue', 'keypoint': {'x': 378, 'y': 483}}, {'name': 'green', 'keypoint': {'x': 324, 'y': 456}}, {'name': 'green', 'keypoint': {'x': 341, 'y': 487}}, {'name': 'green', 'keypoint': {'x': 307, 'y': 369}}, {'name': 'green', 'keypoint': {'x': 389, 'y': 571}}, {'name': 'green', 'keypoint': {'x': 472, 'y': 360}}, {'name': 'orange', 'keypoint': {'x': 126, 'y': 563}}]
synthetic_image_428.png$[{'name': 'blue', 'keypoint': {'x': 500, 'y': 553}}, {'name': 'green', 'keypoint': {'x': 78, 'y': 471}}, {'name': 'blue', 'keypoint': {'x': 27, 'y': 597}}, {'name': 'yellow', 'keypoint': {'x': 272, 'y': 469}}, {'name': 'green', 'keypoint': {'x': 709, 'y': 633}}, {'name': 'yellow', 'keypoint': {'x': 506, 'y': 561}}, {'name': 'yellow', 'keypoint': {'x': 582, 'y': 579}}, {'name': 'orange', 'keypoint': {'x': 399, 'y': 370}}, {'name': 'yellow', 'keypoint': {'x': 542, 'y': 529}}, {'name': 'green', 'keypoint': {'x': 377, 'y': 400}}]
synthetic_image_429.png$[{'name': 'orange', 'keypoint': {'x': 179, 'y': 388}}, {'name': 'green', 'keypoint': {'x': 123, 'y': 622}}, {'name': 'orange', 'keypoint': {'x': 497, 'y': 496}}, {'name': 'orange', 'keypoint': {'x': 274, 'y': 595}}, {'name': 'green', 'keypoint': {'x': 4, 'y': 549}}, {'name': 'blue', 'keypoint': {'x': 309, 'y': 479}}, {'name': 'yellow', 'keypoint': {'x': 132, 'y': 547}}, {'name': 'green', 'keypoint': {'x': 258, 'y': 581}}, {'name': 'green', 'keypoint': {'x': 549, 'y': 376}}, {'name': 'green', 'keypoint': {'x': 589, 'y': 568}}]
synthetic_image_430.png$[{'name': 'yellow', 'keypoint': {'x': 532, 'y': 410}}, {'name': 'green', 'keypoint': {'x': 178, 'y': 483}}, {'name': 'orange', 'keypoint': {'x': 141, 'y': 403}}, {'name': 'orange', 'keypoint': {'x': 673, 'y': 495}}, {'name': 'orange', 'keypoint': {'x': 141, 'y': 390}}, {'name': 'green', 'keypoint': {'x': 85, 'y': 428}}, {'name': 'yellow', 'keypoint': {'x': 448, 'y': 363}}, {'name': 'yellow', 'keypoint': {'x': 424, 'y': 604}}, {'name': 'orange', 'keypoint': {'x': 270, 'y': 583}}, {'name': 'green', 'keypoint': {'x': 383, 'y': 552}}]
synthetic_image_431.png$[{'name': 'green', 'keypoint': {'x': 169, 'y': 371}}, {'name': 'yellow', 'keypoint': {'x': 505, 'y': 383}}, {'name': 'orange', 'keypoint': {'x': 694, 'y': 460}}, {'name': 'blue', 'keypoint': {'x': 42, 'y': 619}}, {'name': 'blue', 'keypoint': {'x': 83, 'y': 533}}, {'name': 'blue', 'keypoint': {'x': 550, 'y': 463}}, {'name': 'orange', 'keypoint': {'x': 201, 'y': 412}}, {'name': 'yellow', 'keypoint': {'x': 146, 'y': 377}}, {'name': 'blue', 'keypoint': {'x': 353, 'y': 386}}, {'name': 'yellow', 'keypoint': {'x': 566, 'y': 456}}]
synthetic_image_432.png$[{'name': 'yellow', 'keypoint': {'x': 528, 'y': 450}}, {'name': 'green', 'keypoint': {'x': 204, 'y': 621}}, {'name': 'yellow', 'keypoint': {'x': 481, 'y': 505}}, {'name': 'blue', 'keypoint': {'x': 594, 'y': 476}}, {'name': 'orange', 'keypoint': {'x': 380, 'y': 439}}, {'name': 'blue', 'keypoint': {'x': 331, 'y': 384}}, {'name': 'green', 'keypoint': {'x': 657, 'y': 375}}, {'name': 'green', 'keypoint': {'x': 611, 'y': 504}}, {'name': 'green', 'keypoint': {'x': 170, 'y': 634}}, {'name': 'orange', 'keypoint': {'x': 639, 'y': 513}}]
synthetic_image_433.png$[{'name': 'green', 'keypoint': {'x': 714, 'y': 382}}, {'name': 'yellow', 'keypoint': {'x': 548, 'y': 386}}, {'name': 'orange', 'keypoint': {'x': 92, 'y': 633}}, {'name': 'green', 'keypoint': {'x': 446, 'y': 554}}, {'name': 'green', 'keypoint': {'x': 151, 'y': 610}}, {'name': 'orange', 'keypoint': {'x': 243, 'y': 539}}, {'name': 'green', 'keypoint': {'x': 449, 'y': 447}}, {'name': 'orange', 'keypoint': {'x': 457, 'y': 362}}, {'name': 'green', 'keypoint': {'x': 110, 'y': 510}}, {'name': 'blue', 'keypoint': {'x': 63, 'y': 506}}]
synthetic_image_434.png$[{'name': 'green', 'keypoint': {'x': 574, 'y': 472}}, {'name': 'orange', 'keypoint': {'x': 13, 'y': 381}}, {'name': 'green', 'keypoint': {'x': 1, 'y': 470}}, {'name': 'orange', 'keypoint': {'x': 534, 'y': 571}}, {'name': 'blue', 'keypoint': {'x': 354, 'y': 531}}, {'name': 'green', 'keypoint': {'x': 464, 'y': 427}}, {'name': 'yellow', 'keypoint': {'x': 442, 'y': 468}}, {'name': 'green', 'keypoint': {'x': 104, 'y': 620}}, {'name': 'blue', 'keypoint': {'x': 371, 'y': 403}}, {'name': 'blue', 'keypoint': {'x': 529, 'y': 406}}]
synthetic_image_435.png$[{'name': 'blue', 'keypoint': {'x': 114, 'y': 516}}, {'name': 'green', 'keypoint': {'x': 604, 'y': 545}}, {'name': 'green', 'keypoint': {'x': 426, 'y': 611}}, {'name': 'green', 'keypoint': {'x': 52, 'y': 556}}, {'name': 'green', 'keypoint': {'x': 499, 'y': 599}}, {'name': 'green', 'keypoint': {'x': 92, 'y': 397}}, {'name': 'orange', 'keypoint': {'x': 704, 'y': 380}}, {'name': 'yellow', 'keypoint': {'x': 95, 'y': 556}}, {'name': 'orange', 'keypoint': {'x': 63, 'y': 500}}, {'name': 'green', 'keypoint': {'x': 396, 'y': 540}}]
synthetic_image_436.png$[{'name': 'yellow', 'keypoint': {'x': 462, 'y': 536}}, {'name': 'orange', 'keypoint': {'x': 108, 'y': 491}}, {'name': 'orange', 'keypoint': {'x': 5, 'y': 369}}, {'name': 'orange', 'keypoint': {'x': 404, 'y': 562}}, {'name': 'orange', 'keypoint': {'x': 410, 'y': 527}}, {'name': 'orange', 'keypoint': {'x': 181, 'y': 474}}, {'name': 'yellow', 'keypoint': {'x': 15, 'y': 363}}, {'name': 'green', 'keypoint': {'x': 30, 'y': 390}}, {'name': 'blue', 'keypoint': {'x': 609, 'y': 526}}, {'name': 'orange', 'keypoint': {'x': 522, 'y': 481}}]
synthetic_image_437.png$[{'name': 'orange', 'keypoint': {'x': 55, 'y': 588}}, {'name': 'green', 'keypoint': {'x': 504, 'y': 450}}, {'name': 'green', 'keypoint': {'x': 180, 'y': 566}}, {'name': 'yellow', 'keypoint': {'x': 713, 'y': 583}}, {'name': 'blue', 'keypoint': {'x': 275, 'y': 450}}, {'name': 'blue', 'keypoint': {'x': 168, 'y': 379}}, {'name': 'blue', 'keypoint': {'x': 13, 'y': 529}}, {'name': 'green', 'keypoint': {'x': 487, 'y': 604}}, {'name': 'orange', 'keypoint': {'x': 377, 'y': 368}}, {'name': 'yellow', 'keypoint': {'x': 166, 'y': 462}}]
synthetic_image_438.png$[{'name': 'green', 'keypoint': {'x': 706, 'y': 620}}, {'name': 'yellow', 'keypoint': {'x': 617, 'y': 559}}, {'name': 'yellow', 'keypoint': {'x': 205, 'y': 426}}, {'name': 'yellow', 'keypoint': {'x': 108, 'y': 524}}, {'name': 'green', 'keypoint': {'x': 676, 'y': 526}}, {'name': 'orange', 'keypoint': {'x': 437, 'y': 396}}, {'name': 'green', 'keypoint': {'x': 333, 'y': 620}}, {'name': 'orange', 'keypoint': {'x': 688, 'y': 606}}, {'name': 'yellow', 'keypoint': {'x': 463, 'y': 434}}, {'name': 'blue', 'keypoint': {'x': 561, 'y': 389}}]
synthetic_image_439.png$[{'name': 'green', 'keypoint': {'x': 198, 'y': 473}}, {'name': 'blue', 'keypoint': {'x': 405, 'y': 587}}, {'name': 'blue', 'keypoint': {'x': 21, 'y': 547}}, {'name': 'blue', 'keypoint': {'x': 155, 'y': 463}}, {'name': 'yellow', 'keypoint': {'x': 591, 'y': 519}}, {'name': 'yellow', 'keypoint': {'x': 513, 'y': 586}}, {'name': 'blue', 'keypoint': {'x': 250, 'y': 395}}, {'name': 'green', 'keypoint': {'x': 465, 'y': 534}}, {'name': 'green', 'keypoint': {'x': 619, 'y': 634}}, {'name': 'orange', 'keypoint': {'x': 567, 'y': 460}}]
synthetic_image_440.png$[{'name': 'orange', 'keypoint': {'x': 476, 'y': 421}}, {'name': 'green', 'keypoint': {'x': 27, 'y': 572}}, {'name': 'yellow', 'keypoint': {'x': 484, 'y': 594}}, {'name': 'yellow', 'keypoint': {'x': 417, 'y': 558}}, {'name': 'blue', 'keypoint': {'x': 616, 'y': 585}}, {'name': 'blue', 'keypoint': {'x': 670, 'y': 543}}, {'name': 'yellow', 'keypoint': {'x': 185, 'y': 600}}, {'name': 'orange', 'keypoint': {'x': 237, 'y': 511}}, {'name': 'blue', 'keypoint': {'x': 418, 'y': 375}}, {'name': 'yellow', 'keypoint': {'x': 213, 'y': 441}}]
synthetic_image_441.png$[{'name': 'green', 'keypoint': {'x': 416, 'y': 363}}, {'name': 'blue', 'keypoint': {'x': 29, 'y': 532}}, {'name': 'orange', 'keypoint': {'x': 201, 'y': 490}}, {'name': 'blue', 'keypoint': {'x': 385, 'y': 596}}, {'name': 'yellow', 'keypoint': {'x': 592, 'y': 600}}, {'name': 'orange', 'keypoint': {'x': 618, 'y': 494}}, {'name': 'green', 'keypoint': {'x': 320, 'y': 481}}, {'name': 'yellow', 'keypoint': {'x': 709, 'y': 585}}, {'name': 'blue', 'keypoint': {'x': 97, 'y': 376}}, {'name': 'green', 'keypoint': {'x': 150, 'y': 453}}]
synthetic_image_442.png$[{'name': 'orange', 'keypoint': {'x': 686, 'y': 601}}, {'name': 'blue', 'keypoint': {'x': 426, 'y': 620}}, {'name': 'blue', 'keypoint': {'x': 495, 'y': 365}}, {'name': 'blue', 'keypoint': {'x': 494, 'y': 509}}, {'name': 'orange', 'keypoint': {'x': 287, 'y': 581}}, {'name': 'blue', 'keypoint': {'x': 154, 'y': 452}}, {'name': 'yellow', 'keypoint': {'x': 402, 'y': 402}}, {'name': 'orange', 'keypoint': {'x': 421, 'y': 421}}, {'name': 'green', 'keypoint': {'x': 590, 'y': 481}}, {'name': 'blue', 'keypoint': {'x': 271, 'y': 402}}]
synthetic_image_443.png$[{'name': 'orange', 'keypoint': {'x': 677, 'y': 513}}, {'name': 'orange', 'keypoint': {'x': 231, 'y': 563}}, {'name': 'orange', 'keypoint': {'x': 67, 'y': 469}}, {'name': 'blue', 'keypoint': {'x': 490, 'y': 392}}, {'name': 'yellow', 'keypoint': {'x': 96, 'y': 597}}, {'name': 'green', 'keypoint': {'x': 529, 'y': 527}}, {'name': 'yellow', 'keypoint': {'x': 39, 'y': 476}}, {'name': 'blue', 'keypoint': {'x': 376, 'y': 615}}, {'name': 'yellow', 'keypoint': {'x': 91, 'y': 551}}, {'name': 'blue', 'keypoint': {'x': 82, 'y': 470}}]
synthetic_image_444.png$[{'name': 'green', 'keypoint': {'x': 369, 'y': 506}}, {'name': 'yellow', 'keypoint': {'x': 121, 'y': 462}}, {'name': 'yellow', 'keypoint': {'x': 519, 'y': 583}}, {'name': 'orange', 'keypoint': {'x': 702, 'y': 545}}, {'name': 'yellow', 'keypoint': {'x': 710, 'y': 604}}, {'name': 'orange', 'keypoint': {'x': 181, 'y': 435}}, {'name': 'green', 'keypoint': {'x': 259, 'y': 411}}, {'name': 'blue', 'keypoint': {'x': 112, 'y': 613}}, {'name': 'green', 'keypoint': {'x': 229, 'y': 382}}, {'name': 'green', 'keypoint': {'x': 200, 'y': 501}}]
synthetic_image_445.png$[{'name': 'green', 'keypoint': {'x': 674, 'y': 547}}, {'name': 'green', 'keypoint': {'x': 512, 'y': 407}}, {'name': 'blue', 'keypoint': {'x': 670, 'y': 489}}, {'name': 'green', 'keypoint': {'x': 21, 'y': 629}}, {'name': 'yellow', 'keypoint': {'x': 295, 'y': 568}}, {'name': 'yellow', 'keypoint': {'x': 450, 'y': 471}}, {'name': 'orange', 'keypoint': {'x': 492, 'y': 364}}, {'name': 'orange', 'keypoint': {'x': 390, 'y': 590}}, {'name': 'yellow', 'keypoint': {'x': 401, 'y': 403}}, {'name': 'blue', 'keypoint': {'x': 44, 'y': 531}}]
synthetic_image_446.png$[{'name': 'orange', 'keypoint': {'x': 210, 'y': 386}}, {'name': 'green', 'keypoint': {'x': 200, 'y': 480}}, {'name': 'orange', 'keypoint': {'x': 662, 'y': 460}}, {'name': 'yellow', 'keypoint': {'x': 270, 'y': 605}}, {'name': 'blue', 'keypoint': {'x': 297, 'y': 592}}, {'name': 'green', 'keypoint': {'x': 106, 'y': 586}}, {'name': 'yellow', 'keypoint': {'x': 351, 'y': 463}}, {'name': 'blue', 'keypoint': {'x': 224, 'y': 552}}, {'name': 'blue', 'keypoint': {'x': 87, 'y': 624}}, {'name': 'blue', 'keypoint': {'x': 329, 'y': 376}}]
synthetic_image_447.png$[{'name': 'blue', 'keypoint': {'x': 532, 'y': 518}}, {'name': 'green', 'keypoint': {'x': 519, 'y': 554}}, {'name': 'green', 'keypoint': {'x': 268, 'y': 564}}, {'name': 'blue', 'keypoint': {'x': 421, 'y': 511}}, {'name': 'green', 'keypoint': {'x': 631, 'y': 398}}, {'name': 'orange', 'keypoint': {'x': 362, 'y': 534}}, {'name': 'green', 'keypoint': {'x': 21, 'y': 404}}, {'name': 'green', 'keypoint': {'x': 451, 'y': 607}}, {'name': 'blue', 'keypoint': {'x': 717, 'y': 425}}, {'name': 'blue', 'keypoint': {'x': 85, 'y': 543}}]
synthetic_image_448.png$[{'name': 'green', 'keypoint': {'x': 363, 'y': 556}}, {'name': 'yellow', 'keypoint': {'x': 475, 'y': 465}}, {'name': 'orange', 'keypoint': {'x': 63, 'y': 564}}, {'name': 'orange', 'keypoint': {'x': 292, 'y': 531}}, {'name': 'green', 'keypoint': {'x': 55, 'y': 589}}, {'name': 'blue', 'keypoint': {'x': 89, 'y': 362}}, {'name': 'yellow', 'keypoint': {'x': 558, 'y': 467}}, {'name': 'green', 'keypoint': {'x': 589, 'y': 465}}, {'name': 'green', 'keypoint': {'x': 279, 'y': 412}}, {'name': 'orange', 'keypoint': {'x': 626, 'y': 490}}]
synthetic_image_449.png$[{'name': 'yellow', 'keypoint': {'x': 691, 'y': 436}}, {'name': 'green', 'keypoint': {'x': 321, 'y': 360}}, {'name': 'yellow', 'keypoint': {'x': 712, 'y': 420}}, {'name': 'green', 'keypoint': {'x': 436, 'y': 517}}, {'name': 'orange', 'keypoint': {'x': 555, 'y': 522}}, {'name': 'orange', 'keypoint': {'x': 523, 'y': 538}}, {'name': 'yellow', 'keypoint': {'x': 610, 'y': 455}}, {'name': 'orange', 'keypoint': {'x': 503, 'y': 440}}, {'name': 'green', 'keypoint': {'x': 512, 'y': 441}}, {'name': 'green', 'keypoint': {'x': 286, 'y': 583}}]
synthetic_image_450.png$[{'name': 'yellow', 'keypoint': {'x': 202, 'y': 512}}, {'name': 'orange', 'keypoint': {'x': 466, 'y': 463}}, {'name': 'blue', 'keypoint': {'x': 350, 'y': 391}}, {'name': 'orange', 'keypoint': {'x': 31, 'y': 429}}, {'name': 'yellow', 'keypoint': {'x': 254, 'y': 474}}, {'name': 'yellow', 'keypoint': {'x': 593, 'y': 403}}, {'name': 'orange', 'keypoint': {'x': 626, 'y': 587}}, {'name': 'green', 'keypoint': {'x': 435, 'y': 558}}, {'name': 'orange', 'keypoint': {'x': 205, 'y': 549}}, {'name': 'orange', 'keypoint': {'x': 255, 'y': 521}}]
synthetic_image_451.png$[{'name': 'green', 'keypoint': {'x': 562, 'y': 402}}, {'name': 'blue', 'keypoint': {'x': 63, 'y': 441}}, {'name': 'yellow', 'keypoint': {'x': 654, 'y': 409}}, {'name': 'orange', 'keypoint': {'x': 363, 'y': 511}}, {'name': 'yellow', 'keypoint': {'x': 539, 'y': 387}}, {'name': 'blue', 'keypoint': {'x': 513, 'y': 447}}, {'name': 'yellow', 'keypoint': {'x': 638, 'y': 422}}, {'name': 'green', 'keypoint': {'x': 199, 'y': 411}}, {'name': 'yellow', 'keypoint': {'x': 147, 'y': 517}}, {'name': 'yellow', 'keypoint': {'x': 578, 'y': 595}}]
synthetic_image_452.png$[{'name': 'green', 'keypoint': {'x': 40, 'y': 515}}, {'name': 'orange', 'keypoint': {'x': 347, 'y': 601}}, {'name': 'blue', 'keypoint': {'x': 378, 'y': 559}}, {'name': 'blue', 'keypoint': {'x': 445, 'y': 564}}, {'name': 'blue', 'keypoint': {'x': 125, 'y': 418}}, {'name': 'green', 'keypoint': {'x': 238, 'y': 592}}, {'name': 'green', 'keypoint': {'x': 148, 'y': 541}}, {'name': 'blue', 'keypoint': {'x': 164, 'y': 430}}, {'name': 'orange', 'keypoint': {'x': 478, 'y': 506}}, {'name': 'green', 'keypoint': {'x': 539, 'y': 499}}]
synthetic_image_453.png$[{'name': 'blue', 'keypoint': {'x': 550, 'y': 445}}, {'name': 'yellow', 'keypoint': {'x': 441, 'y': 584}}, {'name': 'orange', 'keypoint': {'x': 587, 'y': 378}}, {'name': 'blue', 'keypoint': {'x': 551, 'y': 478}}, {'name': 'orange', 'keypoint': {'x': 327, 'y': 369}}, {'name': 'green', 'keypoint': {'x': 606, 'y': 591}}, {'name': 'yellow', 'keypoint': {'x': 344, 'y': 477}}, {'name': 'green', 'keypoint': {'x': 449, 'y': 422}}, {'name': 'green', 'keypoint': {'x': 537, 'y': 404}}, {'name': 'yellow', 'keypoint': {'x': 652, 'y': 620}}]
synthetic_image_454.png$[{'name': 'orange', 'keypoint': {'x': 421, 'y': 424}}, {'name': 'orange', 'keypoint': {'x': 544, 'y': 555}}, {'name': 'green', 'keypoint': {'x': 53, 'y': 530}}, {'name': 'orange', 'keypoint': {'x': 456, 'y': 634}}, {'name': 'orange', 'keypoint': {'x': 644, 'y': 373}}, {'name': 'blue', 'keypoint': {'x': 391, 'y': 385}}, {'name': 'blue', 'keypoint': {'x': 308, 'y': 608}}, {'name': 'green', 'keypoint': {'x': 98, 'y': 586}}, {'name': 'orange', 'keypoint': {'x': 53, 'y': 623}}, {'name': 'orange', 'keypoint': {'x': 313, 'y': 389}}]
synthetic_image_455.png$[{'name': 'blue', 'keypoint': {'x': 508, 'y': 614}}, {'name': 'orange', 'keypoint': {'x': 504, 'y': 406}}, {'name': 'orange', 'keypoint': {'x': 526, 'y': 390}}, {'name': 'blue', 'keypoint': {'x': 321, 'y': 366}}, {'name': 'blue', 'keypoint': {'x': 658, 'y': 509}}, {'name': 'yellow', 'keypoint': {'x': 660, 'y': 376}}, {'name': 'blue', 'keypoint': {'x': 88, 'y': 390}}, {'name': 'green', 'keypoint': {'x': 644, 'y': 625}}, {'name': 'blue', 'keypoint': {'x': 109, 'y': 565}}, {'name': 'blue', 'keypoint': {'x': 516, 'y': 605}}]
synthetic_image_456.png$[{'name': 'orange', 'keypoint': {'x': 519, 'y': 609}}, {'name': 'green', 'keypoint': {'x': 686, 'y': 591}}, {'name': 'yellow', 'keypoint': {'x': 15, 'y': 361}}, {'name': 'orange', 'keypoint': {'x': 199, 'y': 611}}, {'name': 'yellow', 'keypoint': {'x': 100, 'y': 601}}, {'name': 'blue', 'keypoint': {'x': 100, 'y': 559}}, {'name': 'orange', 'keypoint': {'x': 363, 'y': 518}}, {'name': 'green', 'keypoint': {'x': 217, 'y': 503}}, {'name': 'blue', 'keypoint': {'x': 578, 'y': 529}}, {'name': 'yellow', 'keypoint': {'x': 445, 'y': 520}}]
synthetic_image_457.png$[{'name': 'orange', 'keypoint': {'x': 210, 'y': 415}}, {'name': 'green', 'keypoint': {'x': 363, 'y': 424}}, {'name': 'blue', 'keypoint': {'x': 164, 'y': 541}}, {'name': 'blue', 'keypoint': {'x': 97, 'y': 515}}, {'name': 'yellow', 'keypoint': {'x': 517, 'y': 540}}, {'name': 'orange', 'keypoint': {'x': 351, 'y': 561}}, {'name': 'orange', 'keypoint': {'x': 469, 'y': 557}}, {'name': 'orange', 'keypoint': {'x': 188, 'y': 596}}, {'name': 'blue', 'keypoint': {'x': 419, 'y': 366}}, {'name': 'orange', 'keypoint': {'x': 484, 'y': 585}}]
synthetic_image_458.png$[{'name': 'yellow', 'keypoint': {'x': 38, 'y': 593}}, {'name': 'green', 'keypoint': {'x': 562, 'y': 426}}, {'name': 'orange', 'keypoint': {'x': 109, 'y': 469}}, {'name': 'green', 'keypoint': {'x': 284, 'y': 406}}, {'name': 'green', 'keypoint': {'x': 470, 'y': 632}}, {'name': 'orange', 'keypoint': {'x': 188, 'y': 473}}, {'name': 'blue', 'keypoint': {'x': 75, 'y': 368}}, {'name': 'blue', 'keypoint': {'x': 704, 'y': 574}}, {'name': 'orange', 'keypoint': {'x': 549, 'y': 369}}, {'name': 'yellow', 'keypoint': {'x': 270, 'y': 553}}]
synthetic_image_459.png$[{'name': 'yellow', 'keypoint': {'x': 254, 'y': 375}}, {'name': 'yellow', 'keypoint': {'x': 687, 'y': 378}}, {'name': 'yellow', 'keypoint': {'x': 199, 'y': 543}}, {'name': 'green', 'keypoint': {'x': 472, 'y': 479}}, {'name': 'blue', 'keypoint': {'x': 422, 'y': 422}}, {'name': 'yellow', 'keypoint': {'x': 600, 'y': 457}}, {'name': 'orange', 'keypoint': {'x': 104, 'y': 431}}, {'name': 'green', 'keypoint': {'x': 52, 'y': 467}}, {'name': 'blue', 'keypoint': {'x': 643, 'y': 396}}, {'name': 'yellow', 'keypoint': {'x': 328, 'y': 367}}]
synthetic_image_460.png$[{'name': 'blue', 'keypoint': {'x': 127, 'y': 568}}, {'name': 'orange', 'keypoint': {'x': 357, 'y': 524}}, {'name': 'yellow', 'keypoint': {'x': 588, 'y': 579}}, {'name': 'orange', 'keypoint': {'x': 514, 'y': 622}}, {'name': 'green', 'keypoint': {'x': 636, 'y': 526}}, {'name': 'blue', 'keypoint': {'x': 363, 'y': 618}}, {'name': 'blue', 'keypoint': {'x': 129, 'y': 377}}, {'name': 'orange', 'keypoint': {'x': 621, 'y': 455}}, {'name': 'yellow', 'keypoint': {'x': 58, 'y': 495}}, {'name': 'orange', 'keypoint': {'x': 146, 'y': 569}}]
